Id,Label,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Authority,Hub,Eccentricity,Closeness Centrality,Betweenness Centrality,Clustering Coefficient,Eigenvector Centrality,Seniority,closnesscentrality,betweenesscentrality,clustering,eigencentrality
284,Morella  Constance A.,246.0,184,62,0.004612316,0.004689521,3.0,1.628378378,171.8899167,0.28951386,0.249797882,2,1.6283783783783783,171.8899166807672,0.28951386,0.24979788203196462
285,Morrison  Bruce A.,164.0,94,70,0.0023684867,0.0023447606,3.0,1.557823129,83.0191986,0.3512644,0.147522419,6,1.5578231292517006,83.01919860484504,0.3512644,0.14752241850937756
286,Morrison  Sid,247.0,185,62,0.0046372474,0.004743424,3.0,1.589041096,233.1787701,0.2814588,0.269681285,8,1.5890410958904109,233.1787700670261,0.2814588,0.26968128492248766
287,Mrazek  Robert J.,286.0,193,93,0.004836699,0.0049320827,3.0,1.365517241,345.4098967,0.2818059,0.278752824,6,1.3655172413793104,345.4098966921673,0.2818059,0.278752823958289
288,Murphy  Austin J.,149.0,62,87,0.0015706806,0.0015362225,3.0,1.409722222,128.6705472,0.30423546,0.092276785,12,1.4097222222222223,128.67054717142486,0.30423546,0.09227678453812237
289,Murtha  John P.,97.0,45,52,0.0011468462,0.0011050021,3.0,1.661971831,38.23891622,0.30272767,0.064202027,16,1.6619718309859155,38.23891622351628,0.30272767,0.06420202664719646
290,Myers  John T.,141.0,114,27,0.0028671154,0.0028298835,3.0,1.933823529,46.18771997,0.27978724,0.147533395,16,1.9338235294117647,46.1877199703773,0.27978724,0.14753339537376772
291,"Nagle  Dave R ",27.0,2,25,7.479431E-5,8.085382E-5,3.0,1.929078014,0.735595703,0.3190883,0.001812048,2,1.929078014184397,0.7355957026357416,0.3190883,0.0018120483887490676
292,Natcher  William H.,23.0,1,22,4.9862876E-5,5.3902546E-5,3.0,1.934306569,0.026315789,0.3201581,0.002379031,16,1.9343065693430657,0.02631578947368421,0.3201581,0.0023790305365212635
293,Neal  Stephen L.,321.0,229,92,0.005734231,0.0057945233,3.0,1.35,505.7182981,0.25721377,0.323768539,14,1.35,505.71829811282737,0.25721377,0.32376853903811736
294,Nelson  Bill,225.0,183,42,0.004587385,0.004554765,3.0,1.766917293,129.5325767,0.2604762,0.24816553,10,1.7669172932330828,129.53257671174316,0.2604762,0.24816553014515186
295,Nichols  Bill,51.0,0,51,0.0,2.6951273E-5,3.0,1.666666667,0,0.26313725,0,16,1.6666666666666667,0.0,0.26313725,0.0
296,Nielson  Howard C.,248.0,165,83,0.0041386187,0.004150496,3.0,1.408759124,439.7036699,0.2694593,0.24449924,6,1.4087591240875912,439.70366993998437,0.2694593,0.24449924046751134
297,Nowak  Henry,42.0,2,40,7.479431E-5,8.085382E-5,3.0,1.782608696,2.410117215,0.315331,0.003310692,14,1.7826086956521738,2.4101172152028703,0.315331,0.003310691500790081
298,Oakar  Mary Rose,309.0,234,75,0.005858888,0.00592928,3.0,1.451851852,403.6680327,0.26146346,0.324123201,12,1.451851851851852,403.66803267215573,0.26146346,0.3241232009597285
299,Oberstar  James L.,178.0,106,72,0.0026676639,0.0026681758,3.0,1.514705882,255.7558451,0.28673902,0.152926664,14,1.5147058823529411,255.75584512055394,0.28673902,0.1529266635773522
300,Obey  David R.,57.0,26,31,6.7314884E-4,6.737818E-4,3.0,1.857142857,14.34507535,0.33208022,0.041427279,16,1.8571428571428572,14.345075347457225,0.33208022,0.04142727872914472
301,Olin  James R.,220.0,161,59,0.004038893,0.0040426906,3.0,1.575757576,180.2179872,0.2856787,0.241002197,6,1.5757575757575757,180.21798724564403,0.2856787,0.24100219737547376
302,Ortiz  Solomon P.,92.0,48,44,0.0012216405,0.0012128073,3.0,1.689922481,16.27658489,0.31844243,0.04710457,6,1.689922480620155,16.27658489011407,0.31844243,0.047104569756406034
303,Owens  Major R.,190.0,105,85,0.0026427326,0.0026951272,3.0,1.371212121,155.3445876,0.3037037,0.167189927,6,1.371212121212121,155.34458762252638,0.3037037,0.1671899271925347
304,Owens  Wayne,165.0,99,66,0.0024931438,0.0025603708,3.0,1.507692308,95.50158534,0.3285292,0.16888248,4,1.5076923076923077,95.50158533693799,0.3285292,0.16888247979043314
305,Oxley  Michael G.,141.0,93,48,0.0023435552,0.0023447606,4.0,1.723076923,98.29099171,0.27107397,0.118465936,8,1.7230769230769232,98.29099171207528,0.27107397,0.1184659360794019
306,Packard  Ron,253.0,199,54,0.0049862876,0.0050129364,3.0,1.625,234.9555616,0.2553799,0.286698092,6,1.625,234.95556164821602,0.2553799,0.28669809229522497
307,Panetta  Leon,339.0,279,60,0.006980803,0.0070612333,3.0,1.57480315,437.3450584,0.24686252,0.410546058,12,1.5748031496062993,437.34505840123245,0.24686252,0.4105460583887133
308,Parris  Stanford E. (Stan),172.0,123,49,0.0030914983,0.0032072014,4.0,1.675,118.2937294,0.29678363,0.195047035,10,1.675,118.29372939708223,0.29678363,0.19504703547032312
309,Pashayan  Charles  Jr.,141.0,96,45,0.0024183495,0.0024795171,3.0,1.664,72.91334116,0.29696047,0.161564962,10,1.664,72.91334115756426,0.29696047,0.1615649624870644
310,Patterson  Elizabeth,221.0,163,58,0.0040887557,0.004123545,3.0,1.557377049,423.3975674,0.29169065,0.25935976,2,1.5573770491803278,423.39756736920936,0.29169065,0.2593597595210646
311,Payne  Lewis F.,12.0,0,12,0.0,2.6951273E-5,4.0,2.151515152,0,0.2651515,0,2,2.1515151515151514,0.0,0.2651515,0.0
312,Pease  Donald J.,81.0,49,32,0.0012465719,0.0012667098,3.0,1.81512605,11.62283109,0.3449074,0.0635683,12,1.815126050420168,11.622831087574674,0.3449074,0.06356830011125669
313,Pelosi  Nancy,197.0,133,64,0.0033408129,0.003368909,3.0,1.525,191.45758,0.31337407,0.215881419,2,1.525,191.4575800210573,0.31337407,0.21588141852111709
314,Penny  Timothy J.,137.0,76,61,0.0019197208,0.001967443,3.0,1.508333333,164.4447878,0.298304,0.119769618,6,1.5083333333333333,164.4447878240704,0.298304,0.11976961778060952
315,Pepper  Claude,338.0,277,61,0.00693094,0.006953428,3.0,1.508474576,281.8970333,0.25052238,0.423682496,16,1.5084745762711864,281.8970332963231,0.25052238,0.4236824961419955
316,Perkins  Carl C.,53.0,1,52,4.9862876E-5,5.3902546E-5,3.0,1.593220339,0.46563661,0.29354137,0.00341245,4,1.5932203389830508,0.46563661022298297,0.29354137,0.003412450111190661
317,Petri  Thomas E.,161.0,118,43,0.0029668412,0.0029107374,3.0,1.677966102,138.3335988,0.2724767,0.167902544,10,1.6779661016949152,138.33359876171878,0.2724767,0.16790254372658406
318,Pickett  Owen B.,56.0,31,25,7.97806E-4,8.354894E-4,4.0,1.94017094,6.068780303,0.3577922,0.054026787,2,1.9401709401709402,6.0687803032265375,0.3577922,0.05402678687510795
319,Pickle  J. J.,262.0,233,29,0.0058339564,0.006010134,4.0,1.888888889,99.04280264,0.24300255,0.356284198,16,1.8888888888888888,99.0428026363396,0.24300255,0.35628419769333053
320,Porter  John Edward,325.0,263,62,0.0065818997,0.006764769,3.0,1.495652174,533.530421,0.2500665,0.436433096,10,1.4956521739130435,533.530420991717,0.2500665,0.43643309627116456
321,Price  David E.,223.0,185,38,0.0046372474,0.004635619,4.0,1.801801802,143.5102387,0.27008846,0.309006493,2,1.8018018018018018,143.51023865062888,0.27008846,0.3090064926394408
322,Price  Melvin,37.0,0,37,0.0,2.6951273E-5,3.0,1.752212389,0,0.2777778,0,16,1.752212389380531,0.0,0.2777778,0.0
323,Pursell  Carl D.,115.0,74,41,0.0018698579,0.0019404916,3.0,1.692982456,40.83503228,0.3204424,0.143079388,12,1.6929824561403508,40.83503228119824,0.3204424,0.14307938817968488
324,Quillen  James H. (Jimmy),217.0,172,45,0.004313139,0.00444696,3.0,1.654867257,164.2128944,0.26277947,0.291857432,16,1.654867256637168,164.21289439415136,0.26277947,0.29185743188545266
325,Rahall  Nick J.  II,216.0,150,66,0.0037646473,0.0039887885,2.0,1.410714286,251.1299716,0.2930017,0.269709193,12,1.4107142857142858,251.1299715695147,0.2930017,0.26970919306649327
326,Rangel  Charles B.,339.0,280,59,0.0070057344,0.007034282,3.0,1.527272727,442.7754506,0.24266464,0.448386805,16,1.5272727272727273,442.77545064515056,0.24266464,0.4483868053298243
327,Ravenel  Arthur  Jr.,56.0,2,54,7.479431E-5,8.085382E-5,3.0,1.536363636,4.858849448,0.28344154,0.005931595,2,1.5363636363636364,4.85884944817381,0.28344154,0.00593159511756847
328,Ray  Richard B.,229.0,200,29,0.005011219,0.0050129364,4.0,1.828282828,139.59781,0.23592278,0.319661491,6,1.8282828282828283,139.59781002711455,0.23592278,0.31966149093699214
329,Regula  Ralph,160.0,126,34,0.0031662928,0.0032880553,3.0,1.703703704,154.6411561,0.31100628,0.233266629,16,1.7037037037037037,154.64115613180232,0.31100628,0.23326662882864393
330,Rhodes  John J.  III,35.0,0,35,0.0,2.6951273E-5,3.0,1.731481481,0,0.31512606,0,2,1.7314814814814814,0.0,0.31512606,0.0
331,Richardson  Bill,298.0,233,65,0.0058339564,0.0059023285,3.0,1.429906542,680.1924075,0.2537116,0.36177628,6,1.4299065420560748,680.1924075354556,0.2537116,0.36177627956854413
332,Ridge  Thomas J.,264.0,228,36,0.0057092994,0.0057136696,3.0,1.704081633,176.2835224,0.24758036,0.382688677,6,1.7040816326530612,176.28352239911925,0.24758036,0.3826886770028666
333,Rinaldo  Matthew J.,103.0,50,53,0.0012715034,0.0013745149,3.0,1.5,119.8910558,0.297925,0.09778734,16,1.5,119.89105580448239,0.297925,0.0977873396979805
334,Ritter  Don,253.0,210,43,0.0052605337,0.0053902543,3.0,1.577319588,163.0045263,0.27366835,0.37988959,10,1.577319587628866,163.00452627052778,0.27366835,0.37988959030427083
335,Roberts  Pat,81.0,43,38,0.0010969833,0.0011589047,3.0,1.618556701,39.38838291,0.29722223,0.070109016,8,1.6185567010309279,39.388382910185555,0.29722223,0.07010901633014624
336,Robinson  Tommy F.,113.0,59,54,0.0014958864,0.00148232,2.0,1.443298969,44.93809725,0.30783817,0.083357755,4,1.443298969072165,44.938097251927246,0.30783817,0.08335775485017405
337,Rodino  Peter W.  Jr.,194.0,144,50,0.0036150585,0.0035845193,3.0,1.551020408,143.2022297,0.3060734,0.25825973,16,1.5510204081632653,143.20222972033702,0.3060734,0.25825972994180957
338,Roe  Robert A.,357.0,289,68,0.007230117,0.007330746,3.0,1.302083333,516.9021662,0.23721398,0.492990961,16,1.3020833333333333,516.9021661542837,0.23721398,0.4929909610954381
339,Roemer  Buddy,136.0,114,22,0.0028671154,0.0029107374,3.0,1.827956989,23.24276271,0.3167756,0.214941518,8,1.8279569892473118,23.242762714405266,0.3167756,0.21494151783301854
340,Rogers  Harold,21.0,0,21,0.0,2.6951273E-5,3.0,1.89010989,0,0.32142857,0,8,1.89010989010989,0.0,0.32142857,0.0
341,Rose  Charlie,191.0,156,35,0.0039142356,0.003961837,3.0,1.630434783,144.3493475,0.28487188,0.314290024,16,1.6304347826086956,144.34934745359786,0.28487188,0.3142900244080811
342,Rostenkowski  Dan,63.0,58,5,0.0014709549,0.0015631738,3.0,2.252873563,11.66871199,0.281106,0.135586346,16,2.2528735632183907,11.66871199048878,0.281106,0.13558634556431018
343,Roth  Toby,257.0,226,31,0.0056594363,0.0055789133,3.0,1.719101124,190.4979895,0.24899684,0.39534027,10,1.7191011235955056,190.49798948090665,0.24899684,0.3953402697567587
344,Roukema  Marge,216.0,181,35,0.004537522,0.004554765,3.0,1.666666667,151.8841363,0.26528853,0.306657256,8,1.6666666666666667,151.8841363061895,0.26528853,0.3066572558806924
345,Rowland  J. Roy,157.0,118,39,0.0029668412,0.0029376887,3.0,1.568181818,88.55304925,0.28691,0.205642932,6,1.5681818181818181,88.55304925494326,0.28691,0.20564293218172927
346,Rowland  John G.,77.0,38,39,9.723261E-4,9.971971E-4,3.0,1.626373626,53.10968338,0.29750514,0.056855312,4,1.6263736263736264,53.10968337690715,0.29750514,0.0568553124850919
347,Roybal  Edward R.,218.0,197,21,0.004936425,0.0049859853,3.0,1.909090909,40.89068716,0.27618062,0.377586422,16,1.9090909090909092,40.89068715916384,0.27618062,0.3775864215933912
348,Russo  Martin A.,290.0,265,25,0.0066317627,0.0067917206,3.0,1.755813953,174.3628005,0.24340771,0.491363541,14,1.755813953488372,174.36280046640218,0.24340771,0.4913635405856829
349,Sabo  Martin Olav,53.0,12,41,3.241087E-4,3.5036655E-4,3.0,1.55952381,1.960130454,0.35595065,0.018549859,10,1.5595238095238095,1.9601304539256965,0.35595065,0.018549858765301318
350,Saiki  Patricia,94.0,54,40,0.0013712291,0.0012936611,3.0,1.564705882,45.48291418,0.28345916,0.085441032,2,1.5647058823529412,45.48291418212421,0.28345916,0.08544103228158247
351,Savage  Gus,82.0,46,36,0.0011717776,0.0011589047,3.0,1.6,84.83336211,0.30186692,0.089767367,8,1.6,84.83336211432443,0.30186692,0.08976736662935618
352,Sawyer  Thomas C.,64.0,27,37,6.980803E-4,7.546356E-4,3.0,1.614457831,5.696165194,0.36309522,0.051308121,2,1.6144578313253013,5.6961651940654665,0.36309522,0.051308121214908416
353,Saxton  Jim,198.0,156,42,0.0039142356,0.003961837,3.0,1.55952381,122.8472827,0.2832641,0.290641195,4,1.5595238095238095,122.84728271027363,0.2832641,0.2906411949659606
354,Schaefer  Dan,41.0,12,29,3.241087E-4,2.96464E-4,3.0,1.738095238,3.194923646,0.35182926,0.015320001,6,1.7380952380952381,3.194923646394673,0.35182926,0.015320001390106173
355,Scheuer  James H.,288.0,240,48,0.0060084765,0.006037085,3.0,1.445783133,202.3167039,0.26270324,0.443854192,14,1.4457831325301205,202.31670391741645,0.26270324,0.443854192336934
356,Schneider  Claudine,241.0,212,29,0.005310396,0.0055250106,3.0,1.705128205,124.3372988,0.2409751,0.385851005,8,1.705128205128205,124.33729884419428,0.2409751,0.38585100464905026
357,Schroeder  Patricia,223.0,200,23,0.005011219,0.0051476927,3.0,1.773333333,96.25076847,0.2835616,0.403838982,16,1.7733333333333334,96.25076847139815,0.2835616,0.4038389820820635
358,Schuette  Bill,257.0,214,43,0.005360259,0.0055250106,3.0,1.461538462,479.0461708,0.2476441,0.408955423,4,1.4615384615384615,479.04617077062755,0.2476441,0.4089554233629496
359,Schulze  Richard T.,316.0,296,20,0.007404637,0.0075733075,3.0,1.808823529,192.0688931,0.22935504,0.56089665,14,1.8088235294117647,192.06889314736208,0.22935504,0.5608966497463611
360,Schumer  Charles E.,204.0,174,30,0.004363002,0.004500862,3.0,1.666666667,61.70816427,0.3110451,0.398681219,8,1.6666666666666667,61.708164265368474,0.3110451,0.3986812191246503
361,Sensenbrenner   James  Jr.,100.0,78,22,0.0019695836,0.0019943942,4.0,1.826666667,43.45026049,0.26161617,0.142703536,10,1.8266666666666667,43.450260493344466,0.26161617,0.1427035357439134
362,Sharp  Philip R.,115.0,95,20,0.002393418,0.0025064682,3.0,1.8125,30.07101573,0.3112128,0.198321476,14,1.8125,30.071015732597502,0.3112128,0.19832147625729699
363,Shaw  E. Clay  Jr.,243.0,212,31,0.005310396,0.005417206,4.0,1.676056338,192.1260178,0.24021359,0.388148692,8,1.676056338028169,192.12601784873806,0.24021359,0.38814869197775825
364,Shays  Christopher,38.0,14,24,3.739716E-4,4.0426909E-4,3.0,1.76056338,3.907340374,0.36201993,0.02713413,2,1.7605633802816902,3.9073403741454196,0.36201993,0.027134130339216633
365,Shumway  Norman D.,278.0,249,29,0.0062328596,0.0062796464,3.0,1.611940299,309.5897056,0.23318963,0.459902403,10,1.6119402985074627,309.589705555872,0.23318963,0.4599024027399652
366,Shuster  Bud,80.0,66,14,0.0016704064,0.0017248815,3.0,1.918032787,4.422725328,0.30316457,0.127280518,16,1.9180327868852458,4.4227253280334375,0.30316457,0.12728051804312907
367,Sikorski  Gerry E.,198.0,161,37,0.004038893,0.0039887885,3.0,1.571428571,103.2841581,0.28334102,0.316664435,6,1.5714285714285714,103.28415806968833,0.28334102,0.31666443532291916
368,Sisisky  Norman,96.0,79,17,0.001994515,0.0020213453,3.0,1.884057971,22.74621407,0.2855263,0.151699229,6,1.8840579710144927,22.74621406790006,0.2855263,0.1516992288714319
369,Skaggs  David E.,187.0,163,24,0.0040887557,0.004150496,3.0,1.764705882,72.89273876,0.27830487,0.317070281,2,1.7647058823529411,72.8927387646453,0.27830487,0.31707028148492733
370,Skeen  Joe,28.0,2,26,7.479431E-5,8.085382E-5,3.0,1.676470588,1.080837184,0.32407406,0.008387918,8,1.6764705882352942,1.0808371842172844,0.32407406,0.008387918119560994
371,Skelton  Ike,232.0,202,30,0.005061082,0.0052015954,3.0,1.621212121,502.7401674,0.2521645,0.361241632,12,1.621212121212121,502.7401673965701,0.2521645,0.36124163201087617
372,Slattery  Jim,182.0,160,22,0.0040139616,0.004150496,4.0,1.758064516,104.7717444,0.2446421,0.324418246,6,1.7580645161290323,104.77174443494538,0.2446421,0.32441824644861905
373,Slaughter  D. French  Jr.,64.0,48,16,0.0012216405,0.0012936611,3.0,1.859375,16.03400049,0.32787699,0.088824037,4,1.859375,16.034000492392167,0.32787699,0.08882403705065614
374,Slaughter  Louise McIntosh,168.0,141,27,0.0035402642,0.003665373,3.0,1.650793651,42.49968421,0.3008982,0.299634264,2,1.6507936507936507,42.499684205632136,0.3008982,0.29963426380769415
375,Smith  Bob,255.0,227,28,0.005684368,0.005821475,3.0,1.571428571,146.5521204,0.24298286,0.436467881,4,1.5714285714285714,146.5521204439767,0.24298286,0.4364678810609417
376,Smith  Christopher H.,353.0,327,26,0.008177511,0.008381845,3.0,1.633333333,200.4542775,0.2369302,0.66868655,8,1.6333333333333333,200.45427748548815,0.2369302,0.6686865502481104
377,Smith  Denny,205.0,182,23,0.0045624534,0.0046086675,3.0,1.655737705,113.7981864,0.2762793,0.402374132,8,1.6557377049180328,113.79818636257959,0.2762793,0.40237413219667434
378,Smith  Lamar,90.0,75,15,0.0018947893,0.0019404916,3.0,1.793103448,12.47797987,0.2554307,0.125911656,2,1.793103448275862,12.477979872798947,0.2554307,0.1259116563078441
379,Smith  Lawrence,339.0,302,37,0.007554226,0.007654161,2.0,1.350877193,332.339972,0.24246392,0.644247389,6,1.3508771929824561,332.3399719810652,0.24246392,0.6442473891353786
380,Smith  Neal Edward,34.0,24,10,6.2328595E-4,5.92928E-4,4.0,2.075471698,7.977435511,0.21390374,0.039359416,16,2.0754716981132075,7.977435511107245,0.21390374,0.03935941608364926
381,Smith  Robert,79.0,59,20,0.0014958864,0.0015631738,3.0,1.678571429,34.01110477,0.2870821,0.105301645,6,1.6785714285714286,34.01110476983185,0.2870821,0.10530164496982124
382,Smith  Virginia,126.0,110,16,0.0027673896,0.0027490298,3.0,1.727272727,57.39691102,0.24171428,0.183901044,14,1.7272727272727273,57.39691101691106,0.24171428,0.18390104374021896
383,Snowe  Olympia J.,331.0,305,26,0.00762902,0.007735015,3.0,1.547169811,181.3711136,0.24557357,0.667318398,10,1.5471698113207548,181.37111356534297,0.24557357,0.6673183984149703
384,Solarz  Stephen J.,368.0,339,29,0.008476689,0.008543553,3.0,1.5,312.0191025,0.22630613,0.713280211,14,1.5,312.01910248014934,0.22630613,0.7132802107107634
385,Solomon  Gerald B. H.,346.0,315,31,0.007878334,0.008004528,3.0,1.411764706,305.2875305,0.2289855,0.686153815,10,1.411764705882353,305.2875304685776,0.2289855,0.6861538149251892
386,Spence  Floyd,250.0,227,23,0.005684368,0.005821475,4.0,1.612244898,198.292307,0.26526907,0.503628925,16,1.6122448979591837,198.2923070185497,0.26526907,0.5036289250292494
387,Spratt  John M.  Jr.,33.0,14,19,3.739716E-4,3.773178E-4,3.0,1.723404255,5.48849976,0.33333334,0.045973153,6,1.7234042553191489,5.488499760102425,0.33333334,0.04597315263330701
388,St Germain  Fernand J.,160.0,146,14,0.0036649215,0.0037731782,4.0,2,18.64624143,0.3071934,0.375515307,16,2.0,18.646241425949327,0.3071934,0.3755153065000609
389,Staggers  Harley O.  Jr.,277.0,256,21,0.0064073796,0.006549159,3.0,1.586956522,170.6394968,0.23825407,0.563943121,6,1.5869565217391304,170.63949681777856,0.23825407,0.5639431207219194
390,Stallings  Richard H.,66.0,46,20,0.0011717776,0.0012397586,3.0,1.630434783,51.41596621,0.2808858,0.108453219,4,1.6304347826086956,51.415966205708045,0.2808858,0.10845321910400459
391,Stangeland  Arlan,269.0,248,21,0.006207928,0.0063605,3.0,1.577777778,521.8227874,0.22826388,0.524114615,12,1.5777777777777777,521.8227873711909,0.22826388,0.5241146146553031
392,Stark  Fortney Pete,190.0,172,18,0.004313139,0.0045278138,3.0,1.658536585,59.73895945,0.29810637,0.435392771,16,1.6585365853658536,59.738959448248984,0.29810637,0.43539277061833453
393,Stenholm  Charles W.,274.0,260,14,0.0065071057,0.0066300128,4.0,1.829268293,111.00055,0.21885778,0.57620624,10,1.829268292682927,111.00054998560053,0.21885778,0.5762062401581499
394,Stokes  Louis,268.0,246,22,0.0061580655,0.006333549,3.0,1.525,128.5942153,0.2652887,0.585361145,16,1.525,128.59421528634965,0.2652887,0.5853611446338076
395,Stratton  Samuel S.,145.0,132,13,0.0033158814,0.0033150064,4.0,2,37.15494454,0.27346742,0.313646517,16,2.0,37.15494454263714,0.27346742,0.31364651651423725
396,Studds  Gerry E.,179.0,165,14,0.0041386187,0.0042313496,3.0,1.666666667,35.33154999,0.30754504,0.410132137,16,1.6666666666666667,35.33154999378775,0.30754504,0.4101321369646357
397,Stump  Bob,66.0,51,15,0.0012964348,0.0012397586,4.0,1.916666667,9.531940269,0.31724942,0.115748495,12,1.9166666666666667,9.531940269060703,0.31724942,0.11574849549196409
398,Sundquist  Don,210.0,194,16,0.0048616305,0.004851229,4.0,1.714285714,80.39566911,0.22690818,0.390968936,6,1.7142857142857142,80.39566910796607,0.22690818,0.3909689360728569
399,None,27.0,10,17,2.7424583E-4,2.4256145E-4,4.0,1.714285714,1.806323309,0.33903134,0.024761262,0,1.7142857142857142,1.8063233086793768,0.33903134,0.024761261622858577
400,Sweeney  David McCann,23.0,14,9,3.739716E-4,3.773178E-4,4.0,1.941176471,5.174905794,0.27865613,0.025799135,4,1.9411764705882353,5.174905794330669,0.27865613,0.025799134858858385
401,Swift  Al,169.0,155,14,0.0038893044,0.004123545,3.0,1.742857143,30.24141958,0.29909834,0.401349706,10,1.7428571428571429,30.241419575488926,0.29909834,0.40134970586578067
402,Swindall  Patrick L.,58.0,43,15,0.0010969833,0.0011589047,4.0,1.722222222,36.0018782,0.31215972,0.103882283,4,1.7222222222222223,36.001878197645375,0.31215972,0.10388228275486139
403,Synar  Mike,150.0,134,16,0.0033657441,0.003476714,3.0,1.676470588,57.50981939,0.24841164,0.299258514,10,1.6764705882352942,57.509819389442676,0.24841164,0.2992585137991165
404,Tallon  Robert M. (Robin),208.0,189,19,0.0047369734,0.0048242775,3.0,1.454545455,293.1851557,0.24521554,0.461396497,6,1.4545454545454546,293.1851557057372,0.24521554,0.46139649693869744
405,Tauke  Thomas Joseph,301.0,291,10,0.00727998,0.007438551,5.0,1.875,53.08494618,0.21557032,0.699905631,10,1.875,53.084946182265604,0.21557032,0.6999056312383857
406,Tauzin  W. J. (Billy),336.0,325,11,0.008127649,0.00824709,4.0,1.652173913,88.31909762,0.22810945,0.764342611,10,1.6521739130434783,88.31909762033823,0.22810945,0.7643426112811237
407,Taylor  G.,7.0,0,7,0.0,2.6951273E-5,3.0,1.6875,0,0.42857143,0,16,1.6875,0.0,0.42857143,0.0
408,Thomas  Lindsay,28.0,17,11,4.487659E-4,4.5817162E-4,3.0,1.565217391,4.091971121,0.3121693,0.030499678,6,1.565217391304348,4.091971121064195,0.3121693,0.030499678397045985
409,Thomas  William M.,27.0,20,7,5.235602E-4,5.659767E-4,4.0,1.933333333,5.705145758,0.3233618,0.064972356,10,1.9333333333333333,5.705145758013985,0.3233618,0.06497235593576138
410,Torres  Estaban Edward,184.0,172,12,0.004313139,0.0044200085,3.0,1.689655172,44.5867729,0.30081373,0.442953038,6,1.6896551724137931,44.58677289555704,0.30081373,0.4429530383512985
411,Torricelli  Robert G.,151.0,139,12,0.0034904014,0.003665373,4.0,1.740740741,15.31522916,0.3199117,0.402993501,6,1.7407407407407407,15.315229164739703,0.3199117,0.4029935013608645
412,Towns  Edolphus,84.0,63,21,0.001595612,0.0016709788,3.0,1.285714286,50.11547723,0.31196213,0.168421715,6,1.2857142857142858,50.11547723005895,0.31196213,0.16842171489965105
413,Traficant  James A.  Jr.,228.0,210,18,0.0052605337,0.0054980596,3.0,1.346153846,93.83485511,0.27420977,0.54504703,4,1.3461538461538463,93.83485511113166,0.27420977,0.5450470297265682
414,Traxler  Bob,133.0,116,17,0.0029169782,0.002883786,3.0,1.36,87.26478549,0.28953063,0.286853103,16,1.36,87.26478548904217,0.28953063,0.2868531025293457
415,Udall  Morris K.,342.0,331,11,0.008277237,0.0084357485,3.0,1.545454545,112.6349727,0.2216563,0.80552193,16,1.5454545454545454,112.63497271985098,0.2216563,0.8055219295992043
416,Upton  Fred,54.0,45,9,0.0011468462,0.001185856,3.0,1.6,12.47143933,0.28860936,0.109873248,2,1.6,12.471439334868471,0.28860936,0.10987324829427728
417,Valentine  Tim,153.0,142,11,0.0035651957,0.0036384217,2.0,1.352941176,33.85897089,0.31527346,0.403403572,6,1.3529411764705883,33.85897088504036,0.31527346,0.40340357205006894
418,Vander Jagt  Guy,81.0,69,12,0.0017452007,0.0018057353,2.0,1.368421053,40.63194651,0.25987655,0.168446987,16,1.368421052631579,40.63194650983141,0.25987655,0.16844698714086254
419,Vento  Bruce F.,247.0,233,14,0.0058339564,0.006010134,3.0,1.277777778,186.7499028,0.26067278,0.631207672,12,1.2777777777777777,186.7499028379114,0.26067278,0.6312076720595453
420,Visclosky  Peter J.,212.0,208,4,0.0052106706,0.0053633032,2.0,1.5,14.19700203,0.28263882,0.533281211,4,1.5,14.197002025630459,0.28263882,0.5332812107477136
421,Volkmer  Harold L.,30.0,20,10,5.235602E-4,5.659767E-4,3.0,1.4375,42.91656345,0.27126437,0.047555377,12,1.4375,42.916563446774575,0.27126437,0.04755537684792918
422,Vucanovich  Barbara F.,313.0,301,12,0.0075292946,0.007708064,2.0,1.2,128.7946762,0.22951995,0.71871516,6,1.2,128.79467620614273,0.22951995,0.7187151603024912
423,Walgren  Doug,343.0,333,10,0.0083271,0.008408797,3.0,1.307692308,67.68851843,0.22997971,0.85727855,12,1.3076923076923077,67.68851843140273,0.22997971,0.8572785500649577
424,Walker  Robert S.,138.0,134,4,0.0033657441,0.0033419577,3.0,1.8,4.194429707,0.24664128,0.324318814,12,1.8,4.194429707230177,0.24664128,0.32431881358706516
425,Watkins  Wes,80.0,79,1,0.001994515,0.0021291506,1.0,1,0.796120118,0.23734178,0.184688888,12,1.0,0.7961201181734012,0.23734178,0.18468888849739715
426,Waxman  Henry A.,208.0,202,6,0.005061082,0.0053363517,3.0,1.545454545,14.11096328,0.28047195,0.581848881,14,1.5454545454545454,14.110963279478602,0.28047195,0.5818488806644935
427,Weber  Vin,18.0,11,7,2.9917725E-4,2.96464E-4,2.0,1.416666667,2.046824578,0.28431374,0.022988551,8,1.4166666666666667,2.046824578086345,0.28431374,0.022988550810883145
428,Weiss  Ted,245.0,238,7,0.005958614,0.0060909875,2.0,1.3,29.83181216,0.26793242,0.662909205,12,1.3,29.831812164484848,0.26793242,0.6629092048376752
429,Weldon  Curt,279.0,273,6,0.0068312143,0.0069803796,3.0,1.444444444,24.90771376,0.22677343,0.696783274,2,1.4444444444444444,24.90771376061139,0.22677343,0.6967832744873523
430,Wheat  Alan,4.0,1,3,4.9862876E-5,5.3902546E-5,3.0,1.75,0.076923077,0.33333334,0.006821642,6,1.75,0.07692307692307693,0.33333334,0.006821641672887087
